"","Method","Mean","Variance","N","Weight","SNR"
"205","log_Periodogram",108.602833902279,3.19246310375766,2048,"id","-100"
"206","BIC",-0.017609780643133,0.00174915628772858,2048,"id","-100"
"207","KSF",-0.0303433057471476,0.00183851417639394,2048,"id","-100"
"208","MRI",-0.0303877526888931,0.00176442771232115,2048,"id","-100"
"209","Rectangle window",0.384146084718732,0.00153128988007356,2048,"id","-100"
"210","Hann",0.387710635630754,0.0023394028481426,2048,"id","-100"
"211","FDR0.01",-0.035875795752712,0.00360211625109726,1024,"id","-100"
"212","FER0.01",-0.035875795752712,0.00360211625109726,1024,"id","-100"
"213","FDR0.05",-0.0226699998774815,0.00353223980965969,1024,"id","-100"
"214","FER0.05",-0.0226699998774815,0.00353223980965969,1024,"id","-100"
"215","log_Periodogram",76.086832295558,3.17849485818382,1024,"id","-100"
"216","BIC",-0.0305864377524144,0.00353491259721397,1024,"id","-100"
"217","KSF",-0.0594799517532324,0.00378069888284853,1024,"id","-100"
"218","MRI",-0.0520342074392162,0.00377851466895271,1024,"id","-100"
"219","Rectangle window",0.381241016435421,0.0031496764495849,1024,"id","-100"
"220","Hann",0.388485383698347,0.00458794255451078,1024,"id","-100"
"221","FDR0.01",-0.0634675255444077,0.00744807809466545,512,"id","-100"
"222","FER0.01",-0.0634675255444077,0.00744807809466545,512,"id","-100"
"223","FDR0.05",-0.0411695144529471,0.00753690399238695,512,"id","-100"
"224","FER0.05",-0.0411695144529471,0.00753690399238695,512,"id","-100"
"225","log_Periodogram",52.8834595406296,3.20499918238587,512,"id","-100"
"226","BIC",-0.0550509993103168,0.00744784764832421,512,"id","-100"
"227","KSF",-0.0973360391135491,0.00900333051086813,512,"id","-100"
"228","MRI",-0.0844651005781397,0.00766093135518318,512,"id","-100"
"229","Rectangle window",0.375144072640401,0.00631272008024487,512,"id","-100"
"230","Hann",0.386680925580012,0.00911645189929785,512,"id","-100"
"231","FDR0.01",-0.108510716017963,0.0180657563369026,256,"id","-100"
"232","FER0.01",-0.108510716017963,0.0180657563369026,256,"id","-100"
"233","FDR0.05",-0.0670826979450203,0.0169681533615543,256,"id","-100"
"234","FER0.05",-0.0670826979450203,0.0169681533615543,256,"id","-100"
"235","log_Periodogram",36.5558541220023,3.36218540752738,256,"id","-100"
"236","BIC",-0.0912448913598389,0.0169133777246766,256,"id","-100"
"237","KSF",-0.184638215596254,0.018448011081687,256,"id","-100"
"238","MRI",-0.15332769700907,0.0191948976759769,256,"id","-100"
"239","Rectangle window",0.361455516789605,0.0132045055787579,256,"id","-100"
"240","Hann",0.382874630982675,0.0187498830126782,256,"id","-100"
"241","FDR0.01",-0.18369572074761,0.0326976696335058,128,"id","-100"
"242","FER0.01",-0.18369572074761,0.0326976696335058,128,"id","-100"
"243","FDR0.05",-0.116099456384002,0.0351693655765963,128,"id","-100"
"244","FER0.05",-0.116099456384002,0.0351693655765963,128,"id","-100"
"245","log_Periodogram",25.3597870639037,3.34695904254285,128,"id","-100"
"246","BIC",-0.158938042019866,0.0331217031214984,128,"id","-100"
"247","KSF",-0.247396978395249,0.0322111433700259,128,"id","-100"
"248","MRI",-0.228698030019875,0.0303873050141411,128,"id","-100"
"249","Rectangle window",0.340973065270903,0.0259542146601088,128,"id","-100"
"250","Hann",0.384790094626031,0.0371674362511763,128,"id","-100"
"251","FDR0.01",0.2032079134607,0.437438346310178,2048,"Martin","-100"
"252","FER0.01",0.2032079134607,0.437438346310178,2048,"Martin","-100"
"253","FDR0.05",1.17318831449898,1.32991545085858,2048,"Martin","-100"
"254","FER0.05",1.17318831449898,1.32991545085858,2048,"Martin","-100"
"255","log_Periodogram",2498.39943913671,2466.01386190087,2048,"Martin","-100"
"256","BIC",0.517670523066767,0.736341017074184,2048,"Martin","-100"
"257","KSF",-0.0891406595559904,0.0727922880123274,2048,"Martin","-100"
"258","MRI",-0.121026910898468,0.0229130326835611,2048,"Martin","-100"
"259","Rectangle window",26.8950728331769,0.769691190023956,2048,"Martin","-100"
"260","Hann",22.9983649260217,0.626287568678027,2048,"Martin","-100"
"261","FDR0.01",0.108488916924989,0.370452278541437,1024,"Martin","-100"
"262","FER0.01",0.108488916924989,0.370452278541437,1024,"Martin","-100"
"263","FDR0.05",0.968307628517649,1.13663088938733,1024,"Martin","-100"
"264","FER0.05",0.968307628517649,1.13663088938733,1024,"Martin","-100"
"265","log_Periodogram",1248.24743254346,1187.15302918406,1024,"Martin","-100"
"266","BIC",0.371510743890454,0.596289403325077,1024,"Martin","-100"
"267","KSF",-0.193047716653307,0.0439190852300488,1024,"Martin","-100"
"268","MRI",-0.17972003943926,0.0314390888819941,1024,"Martin","-100"
"269","Rectangle window",18.4437872112822,0.794198954629615,1024,"Martin","-100"
"270","Hann",15.6874232831852,0.620808301172418,1024,"Martin","-100"
"271","FDR0.01",0.0177985840374275,0.35380487775633,512,"Martin","-100"
"272","FER0.01",0.0177985840374275,0.35380487775633,512,"Martin","-100"
"273","FDR0.05",0.768845202620609,1.06204796399485,512,"Martin","-100"
"274","FER0.05",0.768845202620609,1.06204796399485,512,"Martin","-100"
"275","log_Periodogram",619.429336809906,612.132599139505,512,"Martin","-100"
"276","BIC",0.229454790888631,0.526264845715545,512,"Martin","-100"
"277","KSF",-0.27369496181759,0.0559908988398381,512,"Martin","-100"
"278","MRI",-0.252977237248923,0.0378692234369309,512,"Martin","-100"
"279","Rectangle window",12.5183794795174,0.794545517466852,512,"Martin","-100"
"280","Hann",10.5415716845299,0.620269373043754,512,"Martin","-100"
"281","FDR0.01",-0.102060063794179,0.331915767179134,256,"Martin","-100"
"282","FER0.01",-0.102060063794179,0.331915767179134,256,"Martin","-100"
"283","FDR0.05",0.558228125129,0.964060020763056,256,"Martin","-100"
"284","FER0.05",0.558228125129,0.964060020763056,256,"Martin","-100"
"285","log_Periodogram",308.801587712109,322.696030449792,256,"Martin","-100"
"286","BIC",0.0800587065235219,0.465644376349967,256,"Martin","-100"
"287","KSF",-0.437692235587692,0.0738749777164033,256,"Martin","-100"
"288","MRI",-0.378006837313472,0.0709659587310167,256,"Martin","-100"
"289","Rectangle window",8.32303265183515,0.787564676798911,256,"Martin","-100"
"290","Hann",6.94466363188241,0.613265300925816,256,"Martin","-100"
"291","FDR0.01",-0.261711521279895,0.333801076255486,128,"Martin","-100"
"292","FER0.01",-0.261711521279895,0.333801076255486,128,"Martin","-100"
"293","FDR0.05",0.371453690798995,0.946154702915064,128,"Martin","-100"
"294","FER0.05",0.371453690798995,0.946154702915064,128,"Martin","-100"
"295","log_Periodogram",158.253239923856,174.421504071596,128,"Martin","-100"
"296","BIC",-0.0797894946540446,0.463480885291467,128,"Martin","-100"
"297","KSF",-0.545334334301655,0.0724641086990381,128,"Martin","-100"
"298","MRI",-0.50027706341231,0.0892846364079326,128,"Martin","-100"
"299","Rectangle window",5.45817130036009,0.782215209362073,128,"Martin","-100"
"300","Hann",4.49136242738519,0.603081070068336,128,"Martin","-100"
"301","FDR0.01",-0.0187837371492578,0.00176169354268958,2048,"id","-20"
"302","FER0.01",-0.0187837371492578,0.00176169354268958,2048,"id","-20"
"303","FDR0.05",-0.0109558708213929,0.00175591913446492,2048,"id","-20"
"304","FER0.05",-0.0109558708213929,0.00175591913446492,2048,"id","-20"
"305","log_Periodogram",108.822400979216,3.18698381202001,2048,"id","-20"
"306","BIC",-0.0155209996465862,0.00174820256506808,2048,"id","-20"
"307","KSF",-0.0242592978054864,0.00176072398096523,2048,"id","-20"
"308","MRI",-0.0284776925520661,0.00175892577180181,2048,"id","-20"
"309","Rectangle window",0.390890727013058,0.00152788709558999,2048,"id","-20"
"310","Hann",0.396309595609184,0.00233405102224174,2048,"id","-20"
"311","FDR0.01",-0.0338113578609696,0.00359045035813588,1024,"id","-20"
"312","FER0.01",-0.0338113578609696,0.00359045035813588,1024,"id","-20"
"313","FDR0.05",-0.0198587586914169,0.00353205842165519,1024,"id","-20"
"314","FER0.05",-0.0198587586914169,0.00353205842165519,1024,"id","-20"
"315","log_Periodogram",76.2674854777488,3.15900366194814,1024,"id","-20"
"316","BIC",-0.0284237540769731,0.00351000809328078,1024,"id","-20"
"317","KSF",-0.0479834583071984,0.00378522173434976,1024,"id","-20"
"318","MRI",-0.0502814124904646,0.00375072974725273,1024,"id","-20"
"319","Rectangle window",0.390080013268798,0.00312357825625927,1024,"id","-20"
"320","Hann",0.397229585391169,0.00457407992365649,1024,"id","-20"
"321","FDR0.01",-0.0624477380867749,0.00741092927871279,512,"id","-20"
"322","FER0.01",-0.0624477380867749,0.00741092927871279,512,"id","-20"
"323","FDR0.05",-0.0386642939044839,0.00753409376991436,512,"id","-20"
"324","FER0.05",-0.0386642939044839,0.00753409376991436,512,"id","-20"
"325","log_Periodogram",53.00381033848,3.19789136566703,512,"id","-20"
"326","BIC",-0.0537191097093734,0.00741092877537188,512,"id","-20"
"327","KSF",-0.0793117015064014,0.00792247106964037,512,"id","-20"
"328","MRI",-0.0836761779132719,0.00753263262514204,512,"id","-20"
"329","Rectangle window",0.385666389990928,0.00629980236834379,512,"id","-20"
"330","Hann",0.392782915246715,0.00911565710470363,512,"id","-20"
"331","FDR0.01",-0.109319636651281,0.0178753236469275,256,"id","-20"
"332","FER0.01",-0.109319636651281,0.0178753236469275,256,"id","-20"
"333","FDR0.05",-0.0660190681380652,0.016784146624987,256,"id","-20"
"334","FER0.05",-0.0660190681380652,0.016784146624987,256,"id","-20"
"335","log_Periodogram",36.5728460460435,3.34850199799931,256,"id","-20"
"336","BIC",-0.0923487094823859,0.016792996056587,256,"id","-20"
"337","KSF",-0.148069559916712,0.0197200569132403,256,"id","-20"
"338","MRI",-0.153713530128575,0.0195115269551524,256,"id","-20"
"339","Rectangle window",0.371163516293908,0.0131325216616643,256,"id","-20"
"340","Hann",0.381003131779625,0.0186446724040568,256,"id","-20"
"341","FDR0.01",-0.195339534160129,0.0341681680131238,128,"id","-20"
"342","FER0.01",-0.195339534160129,0.0341681680131238,128,"id","-20"
"343","FDR0.05",-0.119537201168295,0.0359736404085716,128,"id","-20"
"344","FER0.05",-0.119537201168295,0.0359736404085716,128,"id","-20"
"345","log_Periodogram",25.2521268153695,3.3544024447108,128,"id","-20"
"346","BIC",-0.167735390639571,0.0342703687945378,128,"id","-20"
"347","KSF",-0.232953455092329,0.0332676899450167,128,"id","-20"
"348","MRI",-0.248285949216772,0.0315495751361736,128,"id","-20"
"349","Rectangle window",0.348324247782692,0.0259619973959947,128,"id","-20"
"350","Hann",0.369065285159228,0.0374480275820304,128,"id","-20"
"351","FDR0.01",0.23925601733797,0.4898758643889,2048,"Martin","-20"
"352","FER0.01",0.23925601733797,0.4898758643889,2048,"Martin","-20"
"353","FDR0.05",1.27309595077065,1.41721334526097,2048,"Martin","-20"
"354","FER0.05",1.27309595077065,1.41721334526097,2048,"Martin","-20"
"355","log_Periodogram",2502.47543967797,2459.74783509692,2048,"Martin","-20"
"356","BIC",0.573059022149828,0.798204281271774,2048,"Martin","-20"
"357","KSF",0.0104792519842894,0.205528583709611,2048,"Martin","-20"
"358","MRI",-0.11968537550173,0.0258880107307164,2048,"Martin","-20"
"359","Rectangle window",27.1152950387066,0.767414906483629,2048,"Martin","-20"
"360","Hann",23.1677159920868,0.623443192591496,2048,"Martin","-20"
"361","FDR0.01",0.150455846980046,0.42196837169853,1024,"Martin","-20"
"362","FER0.01",0.150455846980046,0.42196837169853,1024,"Martin","-20"
"363","FDR0.05",1.09697199550897,1.24546180017563,1024,"Martin","-20"
"364","FER0.05",1.09697199550897,1.24546180017563,1024,"Martin","-20"
"365","log_Periodogram",1250.14774384417,1180.19922013892,1024,"Martin","-20"
"366","BIC",0.44629630989398,0.668264093090406,1024,"Martin","-20"
"367","KSF",-0.0581843137159178,0.215936402930999,1024,"Martin","-20"
"368","MRI",-0.179546674706218,0.0299381428772749,1024,"Martin","-20"
"369","Rectangle window",18.6627899768371,0.789209795998154,1024,"Martin","-20"
"370","Hann",15.8492008269159,0.616590925661825,1024,"Martin","-20"
"371","FDR0.01",0.0609916364116325,0.398253339585256,512,"Martin","-20"
"372","FER0.01",0.0609916364116325,0.398253339585256,512,"Martin","-20"
"373","FDR0.05",0.90455616331445,1.17619948684397,512,"Martin","-20"
"374","FER0.05",0.90455616331445,1.17619948684397,512,"Martin","-20"
"375","log_Periodogram",619.804729079069,608.998226394327,512,"Martin","-20"
"376","BIC",0.299707832905914,0.58907005465277,512,"Martin","-20"
"377","KSF",-0.132280619800368,0.21631521771481,512,"Martin","-20"
"378","MRI",-0.248171266134117,0.0425931083026999,512,"Martin","-20"
"379","Rectangle window",12.7312412185243,0.788368558717239,512,"Martin","-20"
"380","Hann",10.6826535682707,0.623711401054565,512,"Martin","-20"
"381","FDR0.01",-0.0495746226360434,0.406286650990446,256,"Martin","-20"
"382","FER0.01",-0.0495746226360434,0.406286650990446,256,"Martin","-20"
"383","FDR0.05",0.711044587582291,1.10805835398281,256,"Martin","-20"
"384","FER0.05",0.711044587582291,1.10805835398281,256,"Martin","-20"
"385","log_Periodogram",307.896281127373,321.223569296303,256,"Martin","-20"
"386","BIC",0.158889468691743,0.552522383971771,256,"Martin","-20"
"387","KSF",-0.234980669571286,0.297427683579221,256,"Martin","-20"
"388","MRI",-0.365252571606844,0.0812504587393326,256,"Martin","-20"
"389","Rectangle window",8.51381671614596,0.783098801934883,256,"Martin","-20"
"390","Hann",7.06342311862301,0.606478952737676,256,"Martin","-20"
"391","FDR0.01",-0.202088671031151,0.4259685576665,128,"Martin","-20"
"392","FER0.01",-0.202088671031151,0.4259685576665,128,"Martin","-20"
"393","FDR0.05",0.522926154175408,1.11265361970605,128,"Martin","-20"
"394","FER0.05",0.522926154175408,1.11265361970605,128,"Martin","-20"
"395","log_Periodogram",156.60271344398,174.740161172552,128,"Martin","-20"
"396","BIC",0.000297979792770699,0.557974208379717,128,"Martin","-20"
"397","KSF",-0.367634671154124,0.34489241646419,128,"Martin","-20"
"398","MRI",-0.502873785599259,0.115718505349595,128,"Martin","-20"
"399","Rectangle window",5.6535683416043,0.799403426726023,128,"Martin","-20"
"400","Hann",4.57985719269766,0.600147991669369,128,"Martin","-20"
"401","FDR0.01",-0.0209675366137923,0.00176497723423081,2048,"id","-50"
"402","FER0.01",-0.0209675366137923,0.00176497723423081,2048,"id","-50"
"403","FDR0.05",-0.0134105201720034,0.00175689560782072,2048,"id","-50"
"404","FER0.05",-0.0134105201720034,0.00175689560782072,2048,"id","-50"
"405","log_Periodogram",108.595890485999,3.19481561709735,2048,"id","-50"
"406","BIC",-0.0177437354873454,0.00175030952738832,2048,"id","-50"
"407","KSF",-0.0288138129084428,0.00179564281705348,2048,"id","-50"
"408","MRI",-0.0305158213418089,0.00176499334568316,2048,"id","-50"
"409","Rectangle window",0.384047042484675,0.00153205858684942,2048,"id","-50"
"410","Hann",0.38758367394415,0.00234010701335575,2048,"id","-50"
"411","FDR0.01",-0.036053874074948,0.00360869793246878,1024,"id","-50"
