"","Method","Mean","Variance","N","Weight","SNR"
"592","FER0.01",0.0635604871744866,1.45348869331117,128,"Martin","1"
"593","FDR0.05",1.79703092706563,1.89600895851059,128,"Martin","1"
"594","FER0.05",1.79703092706563,1.89600895851059,128,"Martin","1"
"595","log_Periodogram",168.952224825744,161.60108741917,128,"Martin","1"
"596","BIC",0.420036018526872,1.33947897139598,128,"Martin","1"
"597","KSF",-0.566067816503029,1.34600461230004,128,"Martin","1"
"598","MRI",-0.909454752939469,0.538196638746378,128,"Martin","1"
"599","Rectangle window",6.56993442553406,0.872894756177369,128,"Martin","1"
"600","Hann",5.6681216364851,0.565557444457589,128,"Martin","1"
"601","FDR0.01",-0.0150777402470747,0.00175703261558698,2048,"id","10"
"602","FER0.01",-0.0150777402470747,0.00175703261558698,2048,"id","10"
"603","FDR0.05",-0.0047454161549501,0.00175306627227124,2048,"id","10"
"604","FER0.05",-0.0047454161549501,0.00175306627227124,2048,"id","10"
"605","log_Periodogram",110.411502019035,3.14168826174472,2048,"id","10"
"606","BIC",-0.0112882936057927,0.00174540548576093,2048,"id","10"
"607","KSF",-0.0234577080317748,0.00178926933538346,2048,"id","10"
"608","MRI",-0.0256215248269456,0.00176297397891248,2048,"id","10"
"609","Rectangle window",0.423301998391547,0.00150242825100076,2048,"id","10"
"610","Hann",0.48684538966312,0.00225090128371265,2048,"id","10"
"611","FDR0.01",-0.0250910336408534,0.00359635198694999,1024,"id","10"
"612","FER0.01",-0.0250910336408534,0.00359635198694999,1024,"id","10"
"613","FDR0.05",-0.00222172857813076,0.00361683735704329,1024,"id","10"
"614","FER0.05",-0.00222172857813076,0.00361683735704329,1024,"id","10"
"615","log_Periodogram",78.3165300519691,3.07945678199837,1024,"id","10"
"616","BIC",-0.0181607307017062,0.00351866085927973,1024,"id","10"
"617","KSF",-0.0489049227069189,0.00388375506703867,1024,"id","10"
"618","MRI",-0.0450563329875225,0.00372223599392032,1024,"id","10"
"619","Rectangle window",0.448177799364763,0.0030318913869022,1024,"id","10"
"620","Hann",0.556045446608552,0.00431512956063673,1024,"id","10"
"621","FDR0.01",-0.0416520777466506,0.00749439223851062,512,"id","10"
"622","FER0.01",-0.0416520777466506,0.00749439223851062,512,"id","10"
"623","FDR0.05",0.0101830281130875,0.00802529405880178,512,"id","10"
"624","FER0.05",0.0101830281130875,0.00802529405880178,512,"id","10"
"625","log_Periodogram",55.6066381015972,3.07740714282509,512,"id","10"
"626","BIC",-0.0289582053838872,0.00743142729945781,512,"id","10"
"627","KSF",-0.0759281253468616,0.00841893148780661,512,"id","10"
"628","MRI",-0.0738664021097901,0.00758825200187241,512,"id","10"
"629","Rectangle window",0.487829694643142,0.00601092188483702,512,"id","10"
"630","Hann",0.661703351633462,0.00822362309055095,512,"id","10"
"631","FDR0.01",-0.0538300470121016,0.0182766680759452,256,"id","10"
"632","FER0.01",-0.0538300470121016,0.0182766680759452,256,"id","10"
"633","FDR0.05",0.0583016331955448,0.0182189251375138,256,"id","10"
"634","FER0.05",0.0583016331955448,0.0182189251375138,256,"id","10"
"635","log_Periodogram",39.8016783289279,3.10803906060392,256,"id","10"
"636","BIC",-0.0319815629608785,0.0170918236533691,256,"id","10"
"637","KSF",-0.130598340198044,0.0207620046220875,256,"id","10"
"638","MRI",-0.127208244121347,0.0190359009562276,256,"id","10"
"639","Rectangle window",0.545922648460671,0.0120057542319599,256,"id","10"
"640","Hann",0.821143009735913,0.0155901739316676,256,"id","10"
"641","FDR0.01",-0.0368598709978773,0.0364097341974346,128,"id","10"
"642","FER0.01",-0.0368598709978773,0.0364097341974346,128,"id","10"
"643","FDR0.05",0.173985574018926,0.0363222613435404,128,"id","10"
"644","FER0.05",0.173985574018926,0.0363222613435404,128,"id","10"
"645","log_Periodogram",29.133764586419,2.96819397245843,128,"id","10"
"646","BIC",-0.0102561217795698,0.0339970210404469,128,"id","10"
"647","KSF",-0.14771943118904,0.040551195211371,128,"id","10"
"648","MRI",-0.182935119722695,0.0327248786168937,128,"id","10"
"649","Rectangle window",0.648186197048455,0.0228455723235767,128,"id","10"
"650","Hann",1.06083860887129,0.0284036579624933,128,"id","10"
"651","FDR0.01",-1.24808366265372,0.847549002708809,2048,"Martin","10"
"652","FER0.01",-1.24808366265372,0.847549002708809,2048,"Martin","10"
"653","FDR0.05",0.32886206031688,1.99073223075414,2048,"Martin","10"
"654","FER0.05",0.32886206031688,1.99073223075414,2048,"Martin","10"
"655","log_Periodogram",2540.08089075949,2425.51435269189,2048,"Martin","10"
"656","BIC",-0.745663710782057,1.18757458300549,2048,"Martin","10"
"657","KSF",-1.74810751897418,0.21702538738346,2048,"Martin","10"
"658","MRI",-1.85741271130233,0.0501540621275094,2048,"Martin","10"
"659","Rectangle window",26.6498554822092,0.75717298121966,2048,"Martin","10"
"660","Hann",22.9993756314907,0.601636058841147,2048,"Martin","10"
"661","FDR0.01",-1.11812458596768,0.980483145031173,1024,"Martin","10"
"662","FER0.01",-1.11812458596768,0.980483145031173,1024,"Martin","10"
"663","FDR0.05",0.687566830248165,2.12210270850795,1024,"Martin","10"
"664","FER0.05",0.687566830248165,2.12210270850795,1024,"Martin","10"
"665","log_Periodogram",1284.13196894679,1148.05448546242,1024,"Martin","10"
"666","BIC",-0.625474985094047,1.2104936696728,1024,"Martin","10"
"667","KSF",-1.7974951252353,0.252956486501376,1024,"Martin","10"
"668","MRI",-1.87939374605716,0.0915970071931572,1024,"Martin","10"
"669","Rectangle window",18.5226863182163,0.770923366320937,1024,"Martin","10"
"670","Hann",16.0208141556002,0.592429089017021,1024,"Martin","10"
"671","FDR0.01",-0.864445192371595,1.25469075773359,512,"Martin","10"
"672","FER0.01",-0.864445192371595,1.25469075773359,512,"Martin","10"
"673","FDR0.05",1.23679977262441,2.27947283933409,512,"Martin","10"
"674","FER0.05",1.23679977262441,2.27947283933409,512,"Martin","10"
"675","log_Periodogram",650.168868659282,582.550928932413,512,"Martin","10"
"676","BIC",-0.365996843438271,1.29217712314072,512,"Martin","10"
"677","KSF",-1.77645072055464,0.390186078831988,512,"Martin","10"
"678","MRI",-1.85448847070355,0.21108907759822,512,"Martin","10"
"679","Rectangle window",12.9512587100632,0.776530506120385,512,"Martin","10"
"680","Hann",11.2118867249069,0.581326224366903,512,"Martin","10"
"681","FDR0.01",-0.38836032372323,1.70613652469637,256,"Martin","10"
"682","FER0.01",-0.38836032372323,1.70613652469637,256,"Martin","10"
"683","FDR0.05",1.9332452809356,2.09855877494715,256,"Martin","10"
"684","FER0.05",1.9332452809356,2.09855877494715,256,"Martin","10"
"685","log_Periodogram",334.085520136173,298.025204683107,256,"Martin","10"
"686","BIC",0.0356833198925358,1.48190260245345,256,"Martin","10"
"687","KSF",-1.4775031507261,1.16441330366018,256,"Martin","10"
"688","MRI",-1.75807124178446,0.518312268102115,256,"Martin","10"
"689","Rectangle window",9.08183341080635,0.746402310009303,256,"Martin","10"
"690","Hann",7.93161141462329,0.538222677193606,256,"Martin","10"
"691","FDR0.01",0.283892354621198,2.05304771644702,128,"Martin","10"
"692","FER0.01",0.283892354621198,2.05304771644702,128,"Martin","10"
"693","FDR0.05",2.54668636754339,1.71966013745665,128,"Martin","10"
"694","FER0.05",2.54668636754339,1.71966013745665,128,"Martin","10"
"695","log_Periodogram",177.871096700127,153.401071619443,128,"Martin","10"
"696","BIC",0.538890570849563,1.62239190209238,128,"Martin","10"
"697","KSF",-0.975059288736818,2.85635196868079,128,"Martin","10"
"698","MRI",-1.54207818252188,1.17195674419371,128,"Martin","10"
"699","Rectangle window",6.64017904162565,0.89885619425882,128,"Martin","10"
"700","Hann",6.1711004954174,0.549325162840184,128,"Martin","10"
"701","FDR0.01",-0.163002532025747,0.00196699432967253,2048,"id","100"
"702","FER0.01",-0.163002532025747,0.00196699432967253,2048,"id","100"
"703","FDR0.05",-0.0332765078316004,0.00213198044273612,2048,"id","100"
"704","FER0.05",-0.0332765078316004,0.00213198044273612,2048,"id","100"
"705","log_Periodogram",121.971499714278,2.87022430538417,2048,"id","100"
"706","BIC",-0.168019085572182,0.00176712381433998,2048,"id","100"
"707","KSF",-0.226334857188445,0.0019950099462004,2048,"id","100"
"708","MRI",-0.220467784660415,0.00178645128102413,2048,"id","100"
"709","Rectangle window",0.474286899162703,0.00136150221438683,2048,"id","100"
"710","Hann",1.32206603633267,0.00129227195828078,2048,"id","100"
"711","FDR0.01",-0.127152117725098,0.00413147027101781,1024,"id","100"
"712","FER0.01",-0.127152117725098,0.00413147027101781,1024,"id","100"
"713","FDR0.05",0.115967308587785,0.00376270993150471,1024,"id","100"
"714","FER0.05",0.115967308587785,0.00376270993150471,1024,"id","100"
"715","log_Periodogram",93.2408956658782,2.63925820757221,1024,"id","100"
"716","BIC",-0.208377843783108,0.0037435543979707,1024,"id","100"
"717","KSF",-0.421795504741162,0.00513257807640746,1024,"id","100"
"718","MRI",-0.382524543259174,0.00395515114103369,1024,"id","100"
"719","Rectangle window",0.525781779020557,0.00256008195379994,1024,"id","100"
"720","Hann",1.5964078599297,0.0018912446197602,1024,"id","100"
"721","FDR0.01",0.0485242643933442,0.00704414962010741,512,"id","100"
"722","FER0.01",0.0485242643933442,0.00704414962010741,512,"id","100"
"723","FDR0.05",0.331473990230265,0.00644223539598072,512,"id","100"
"724","FER0.05",0.331473990230265,0.00644223539598072,512,"id","100"
"725","log_Periodogram",74.2341799828294,2.49861320245636,512,"id","100"
"726","BIC",-0.111251078326539,0.00658657004253576,512,"id","100"
"727","KSF",-0.146119446650574,0.0109516820354269,512,"id","100"
"728","MRI",-0.472124760502831,0.00896388936906663,512,"id","100"
"729","Rectangle window",0.597677014345333,0.00480704584462292,512,"id","100"
"730","Hann",1.77757940544921,0.00298375811842899,512,"id","100"
"731","FDR0.01",0.312935003295709,0.0143796388948624,256,"id","100"
"732","FER0.01",0.312935003295709,0.0143796388948624,256,"id","100"
"733","FDR0.05",0.541474280454157,0.0115015016490272,256,"id","100"
"734","FER0.05",0.541474280454157,0.0115015016490272,256,"id","100"
"735","log_Periodogram",61.9669929300286,2.25745117220664,256,"id","100"
"736","BIC",0.127681093013932,0.0144797175252434,256,"id","100"
"737","KSF",0.0158893311697436,0.0356252271008469,256,"id","100"
"738","MRI",-0.289824360354556,0.0144623617470047,256,"id","100"
"739","Rectangle window",0.686839235406086,0.00866475622014175,256,"id","100"
"740","Hann",1.83538837002642,0.00111743354310427,256,"id","100"
"741","FDR0.01",0.569532276218985,0.028551132444788,128,"id","100"
"742","FER0.01",0.569532276218985,0.028551132444788,128,"id","100"
"743","FDR0.05",0.717496891248104,0.0219400310198923,128,"id","100"
"744","FER0.05",0.717496891248104,0.0219400310198923,128,"id","100"
"745","log_Periodogram",54.0201304927359,2.05166316213674,128,"id","100"
"746","BIC",0.412427243027294,0.0321858431981995,128,"id","100"
"747","KSF",0.530697014552187,0.0302547844353932,128,"id","100"
"748","MRI",0.0626297884671275,0.0341201305384217,128,"id","100"
"749","Rectangle window",0.810353408260644,0.0169869652762599,128,"id","100"
"750","Hann",0.933791972458992,8.09626983455699e-06,128,"id","100"
"751","FDR0.01",-10.9307779321274,3.95972873395855,2048,"Martin","100"
"752","FER0.01",-10.9307779321274,3.95972873395855,2048,"Martin","100"
"753","FDR0.05",-1.81030164504422,2.71130884374316,2048,"Martin","100"
"754","FER0.05",-1.81030164504422,2.71130884374316,2048,"Martin","100"
"755","log_Periodogram",2823.03243343998,2204.33737416471,2048,"Martin","100"
"756","BIC",-11.3729414948326,2.16868221831524,2048,"Martin","100"
"757","KSF",-18.2465646553611,1.49132203261279,2048,"Martin","100"
"758","MRI",-17.961042836733,1.61485045410904,2048,"Martin","100"
"759","Rectangle window",18.9352629950838,0.726071273323333,2048,"Martin","100"
"760","Hann",10.8761555403867,0.452539863241874,2048,"Martin","100"
"761","FDR0.01",-3.80455647262351,1.98766891728831,1024,"Martin","100"
"762","FER0.01",-3.80455647262351,1.98766891728831,1024,"Martin","100"
"763","FDR0.05",3.12907073426529,1.40646582771999,1024,"Martin","100"
"764","FER0.05",3.12907073426529,1.40646582771999,1024,"Martin","100"
"765","log_Periodogram",1541.74509305825,978.082786977777,1024,"Martin","100"
"766","BIC",-6.6646812183698,1.83156027839259,1024,"Martin","100"
"767","KSF",-17.4454895756306,7.06103079149948,1024,"Martin","100"
"768","MRI",-14.760640600182,3.07215171540296,1024,"Martin","100"
"769","Rectangle window",12.8022017150874,0.708905356385012,1024,"Martin","100"
"770","Hann",4.01036723919204,0.351435923009467,1024,"Martin","100"
"771","FDR0.01",0.955358668745443,1.18212327578396,512,"Martin","100"
"772","FER0.01",0.955358668745443,1.18212327578396,512,"Martin","100"
"773","FDR0.05",5.2207359814249,1.1123283874973,512,"Martin","100"
"774","FER0.05",5.2207359814249,1.1123283874973,512,"Martin","100"
"775","log_Periodogram",877.311765378556,468.066147247803,512,"Martin","100"
"776","BIC",-1.67479931950831,1.19560979192499,512,"Martin","100"
"777","KSF",-1.53394080650219,1.58482301668061,512,"Martin","100"
"778","MRI",-8.39604774150742,2.1198838747494,512,"Martin","100"
"779","Rectangle window",9.03049017012964,0.737764948868773,512,"Martin","100"
"780","Hann",-1.78829968642674,0.181718145184183,512,"Martin","100"
"781","FDR0.01",3.31630415519348,1.25879515298,256,"Martin","100"
"782","FER0.01",3.31630415519348,1.25879515298,256,"Martin","100"
"783","FDR0.05",5.39156201140406,0.965561787191513,256,"Martin","100"
"784","FER0.05",5.39156201140406,0.965561787191513,256,"Martin","100"
"785","log_Periodogram",524.009850869317,214.085477919034,256,"Martin","100"
"786","BIC",1.58211959837653,1.22026619831256,256,"Martin","100"
"787","KSF",0.786364906884669,2.34332678113723,256,"Martin","100"
"788","MRI",-2.36449255991648,1.10553430143144,256,"Martin","100"
"789","Rectangle window",6.6399934241772,0.685434241135123,256,"Martin","100"
"790","Hann",-5.08763815959581,0.0842880299142741,256,"Martin","100"
"791","FDR0.01",3.93916438244242,1.81204472212661,128,"Martin","100"
"792","FER0.01",3.93916438244242,1.81204472212661,128,"Martin","100"
"793","FDR0.05",4.82767212450484,1.28167799588673,128,"Martin","100"
"794","FER0.05",4.82767212450484,1.28167799588673,128,"Martin","100"
"795","log_Periodogram",325.842006014782,102.283008902368,128,"Martin","100"
"796","BIC",2.93389830071593,2.07796704588937,128,"Martin","100"
"797","KSF",3.69846216650062,1.92538258752729,128,"Martin","100"
"798","MRI",0.601779684978692,2.06015471628931,128,"Martin","100"
"799","Rectangle window",5.30859046015967,0.973874646782591,128,"Martin","100"
"800","Hann",-8.39853913036526,0.00212958582435905,128,"Martin","100"
"801","FDR0.01",-0.0216163647315197,0.00175681906177253,2048,"id","20"
"802","FER0.01",-0.0216163647315197,0.00175681906177253,2048,"id","20"
"803","FDR0.05",-0.00937077575480143,0.001758293079295,2048,"id","20"
"804","FER0.05",-0.00937077575480143,0.001758293079295,2048,"id","20"
"805","log_Periodogram",111.210233334142,3.12043236949903,2048,"id","20"
"806","BIC",-0.0175774274393738,0.00174337878887564,2048,"id","20"
"807","KSF",-0.0314810715762591,0.00181091690458566,2048,"id","20"
"808","MRI",-0.0327541568062717,0.00176848059853578,2048,"id","20"
"809","Rectangle window",0.432355002007856,0.00149091137644243,2048,"id","20"
"810","Hann",0.527127204653846,0.00221033939616458,2048,"id","20"
"811","FDR0.01",-0.0365166992511892,0.00360386101270046,1024,"id","20"
"812","FER0.01",-0.0365166992511892,0.00360386101270046,1024,"id","20"
"813","FDR0.05",-0.00593907275031891,0.00368048868524453,1024,"id","20"
"814","FER0.05",-0.00593907275031891,0.00368048868524453,1024,"id","20"
"815","log_Periodogram",79.3653576407753,3.0408260591231,1024,"id","20"
"816","BIC",-0.0287150885882425,0.00352944760815575,1024,"id","20"
"817","KSF",-0.0654754955958747,0.00383565405462378,1024,"id","20"
"818","MRI",-0.0593679948503583,0.00373583161234876,1024,"id","20"
"819","Rectangle window",0.46375804526069,0.00298866905679649,1024,"id","20"
"820","Hann",0.62724529449107,0.00419291724184729,1024,"id","20"
"821","FDR0.01",-0.0571880322461166,0.00767126791640195,512,"id","20"
"822","FER0.01",-0.0571880322461166,0.00767126791640195,512,"id","20"
"823","FDR0.05",0.0209851115376871,0.00850772006108717,512,"id","20"
"824","FER0.05",0.0209851115376871,0.00850772006108717,512,"id","20"
"825","log_Periodogram",56.9649660710309,3.01832171332575,512,"id","20"
"826","BIC",-0.0434826466107733,0.00746238844142279,512,"id","20"
"827","KSF",-0.107785291488087,0.00862573007672629,512,"id","20"
"828","MRI",-0.101020854249733,0.00769108098912548,512,"id","20"
"829","Rectangle window",0.513773105538244,0.00587922262951078,512,"id","20"
"830","Hann",0.782773319552471,0.00786780686526758,512,"id","20"
"831","FDR0.01",-0.0584734643169728,0.0195434467832417,256,"id","20"
"832","FER0.01",-0.0584734643169728,0.0195434467832417,256,"id","20"
"833","FDR0.05",0.112408846999487,0.0180314554076888,256,"id","20"
"834","FER0.05",0.112408846999487,0.0180314554076888,256,"id","20"
"835","log_Periodogram",41.5157925592531,2.99812460103246,256,"id","20"
"836","BIC",-0.0404023422114171,0.0172818935222392,256,"id","20"
"837","KSF",-0.178551017116278,0.0221038651117832,256,"id","20"
"838","MRI",-0.173323792709337,0.0192229676845312,256,"id","20"
"839","Rectangle window",0.586531003019323,0.0115422654892438,256,"id","20"
"840","Hann",1.0171393266664,0.0145182692370886,256,"id","20"
"841","FDR0.01",0.0194927156255848,0.0360014076667001,128,"id","20"
"842","FER0.01",0.0194927156255848,0.0360014076667001,128,"id","20"
"843","FDR0.05",0.285084105053379,0.0327611656435989,128,"id","20"
"844","FER0.05",0.285084105053379,0.0327611656435989,128,"id","20"
"845","log_Periodogram",31.2121205911729,2.80778666085953,128,"id","20"
"846","BIC",0.0177221349584973,0.032933255330317,128,"id","20"
"847","KSF",-0.128654160476509,0.0518141825492657,128,"id","20"
"848","MRI",-0.227700182660011,0.0327697924735484,128,"id","20"
"849","Rectangle window",0.707283102766112,0.0217251078846045,128,"id","20"
"850","Hann",1.33965058632452,0.0251384841682501,128,"id","20"
"851","FDR0.01",-2.6853583824987,1.06685907484189,2048,"Martin","20"
"852","FER0.01",-2.6853583824987,1.06685907484189,2048,"Martin","20"
"853","FDR0.05",-0.773610802902058,2.32711664681909,2048,"Martin","20"
"854","FER0.05",-0.773610802902058,2.32711664681909,2048,"Martin","20"
"855","log_Periodogram",2558.8316654244,2408.26789800441,2048,"Martin","20"
"856","BIC",-2.10380835243883,1.3747853392474,2048,"Martin","20"
"857","KSF",-3.3551237636407,0.253588882030816,2048,"Martin","20"
"858","MRI",-3.46847137093285,0.0742226649209915,2048,"Martin","20"
"859","Rectangle window",25.6990532243326,0.753399179099133,2048,"Martin","20"
"860","Hann",22.2812888579705,0.591388398584617,2048,"Martin","20"
"861","FDR0.01",-2.36471371242247,1.37336845324377,1024,"Martin","20"
"862","FER0.01",-2.36471371242247,1.37336845324377,1024,"Martin","20"
"863","FDR0.05",0.0225235570018251,2.58356102893178,1024,"Martin","20"
"864","FER0.05",0.0225235570018251,2.58356102893178,1024,"Martin","20"
"865","log_Periodogram",1301.47624124545,1132.63973474924,1024,"Martin","20"
"866","BIC",-1.76131475835487,1.46972833066062,1024,"Martin","20"
"867","KSF",-3.39933270307548,0.304029218990076,1024,"Martin","20"
"868","MRI",-3.45480361312268,0.162594518177712,1024,"Martin","20"
"869","Rectangle window",17.7582299389351,0.762994695094853,1024,"Martin","20"
"870","Hann",15.5240953733764,0.578135951529657,1024,"Martin","20"
"871","FDR0.01",-1.70756960384691,1.86794503866086,512,"Martin","20"
"872","FER0.01",-1.70756960384691,1.86794503866086,512,"Martin","20"
"873","FDR0.05",1.23688888637541,2.56469626167531,512,"Martin","20"
"874","FER0.05",1.23688888637541,2.56469626167531,512,"Martin","20"
"875","log_Periodogram",666.054919401512,570.241399710971,512,"Martin","20"
"876","BIC",-1.16226476439753,1.60539801141902,512,"Martin","20"
"877","KSF",-3.32156413881531,0.579337953335664,512,"Martin","20"
"878","MRI",-3.32500644106623,0.436958769681729,512,"Martin","20"
"879","Rectangle window",12.3870300357776,0.770650690174697,512,"Martin","20"
"880","Hann",10.9386854959216,0.563186190172141,512,"Martin","20"
"881","FDR0.01",-0.533960158855447,2.24915811457284,256,"Martin","20"
"882","FER0.01",-0.533960158855447,2.24915811457284,256,"Martin","20"
"883","FDR0.05",2.49197404030422,1.74849419463676,256,"Martin","20"
"884","FER0.05",2.49197404030422,1.74849419463676,256,"Martin","20"
"885","log_Periodogram",348.15892374533,286.762260840822,256,"Martin","20"
"886","BIC",-0.244383689177249,1.58400226179099,256,"Martin","20"
"887","KSF",-2.60123445243033,2.31107857618629,256,"Martin","20"
"888","MRI",-2.93364858887777,1.10774025439606,256,"Martin","20"
"889","Rectangle window",8.71919384710257,0.733146625069937,256,"Martin","20"
"890","Hann",7.86495552526288,0.508187880343449,256,"Martin","20"
"891","FDR0.01",0.765755477085817,1.91708204727181,128,"Martin","20"
"892","FER0.01",0.765755477085817,1.91708204727181,128,"Martin","20"
"893","FDR0.05",3.15084407077951,1.33176794175839,128,"Martin","20"
"894","FER0.05",3.15084407077951,1.33176794175839,128,"Martin","20"
"895","log_Periodogram",189.581481825862,144.337087315687,128,"Martin","20"
"896","BIC",0.664081057433955,1.59264549555946,128,"Martin","20"
"897","KSF",-0.811371930328172,5.26507987898276,128,"Martin","20"
"898","MRI",-2.07864096635157,2.02770021994707,128,"Martin","20"
"899","Rectangle window",6.4509058055735,0.92095098007465,128,"Martin","20"
"900","Hann",6.36332286647561,0.505577604239376,128,"Martin","20"
"901","FDR0.01",-0.0622820480823337,0.00175811553019654,2048,"id","50"
"902","FER0.01",-0.0622820480823337,0.00175811553019654,2048,"id","50"
"903","FDR0.05",-0.0350838944133566,0.00185247909524704,2048,"id","50"
"904","FER0.05",-0.0350838944133566,0.00185247909524704,2048,"id","50"
"905","log_Periodogram",114.371695768907,3.04007266554351,2048,"id","50"
"906","BIC",-0.0569256478286054,0.001733979918969,2048,"id","50"
"907","KSF",-0.0783658463318127,0.00184391298775239,2048,"id","50"
"908","MRI",-0.0778133937075284,0.00177751379347254,2048,"id","50"
"909","Rectangle window",0.453864504068867,0.00144836098070801,2048,"id","50"
"910","Hann",0.671420816905105,0.00207218142439847,2048,"id","50"
"911","FDR0.01",-0.0984732462525818,0.00379533242540729,1024,"id","50"
"912","FER0.01",-0.0984732462525818,0.00379533242540729,1024,"id","50"
"913","FDR0.05",-0.00477662092014169,0.00419790561171008,1024,"id","50"
"914","FER0.05",-0.00477662092014169,0.00419790561171008,1024,"id","50"
"915","log_Periodogram",83.5076110063222,2.90057263824224,1024,"id","50"
"916","BIC",-0.0911502227175685,0.00358514592237665,1024,"id","50"
"917","KSF",-0.158863687739036,0.00387439013776525,1024,"id","50"
"918","MRI",-0.145714895175883,0.00376743733526748,1024,"id","50"
"919","Rectangle window",0.498375160310725,0.00283522833039103,1024,"id","50"
"920","Hann",0.8788349095221,0.00381273403023688,1024,"id","50"
"921","FDR0.01",-0.0926174799387367,0.00883114701842272,512,"id","50"
"922","FER0.01",-0.0926174799387367,0.00883114701842272,512,"id","50"
"923","FDR0.05",0.116271626794966,0.00799051908964167,512,"id","50"
"924","FER0.05",0.116271626794966,0.00799051908964167,512,"id","50"
"925","log_Periodogram",62.2676490823202,2.81618998038872,512,"id","50"
"926","BIC",-0.109529485869876,0.00769341555724231,512,"id","50"
"927","KSF",-0.275979887326394,0.0104992452912741,512,"id","50"
"928","MRI",-0.248837767799174,0.00800696115539385,512,"id","50"
"929","Rectangle window",0.565805531004343,0.00544721311234019,512,"id","50"
"930","Hann",1.19343161403571,0.00670624366240916,512,"id","50"
"931","FDR0.01",0.0394459793618577,0.0167787459108607,256,"id","50"
"932","FER0.01",0.0394459793618577,0.0167787459108607,256,"id","50"
"933","FDR0.05",0.314532026280388,0.0145318428214452,256,"id","50"
"934","FER0.05",0.314532026280388,0.0145318428214452,256,"id","50"
"935","log_Periodogram",48.0437235754352,2.66575687690025,256,"id","50"
"936","BIC",-0.0321025975883267,0.0158410921167406,256,"id","50"
"937","KSF",-0.152250202841569,0.0368978480646253,256,"id","50"
"938","MRI",-0.338310485568249,0.0202013895056958,256,"id","50"
"939","Rectangle window",0.656366688848689,0.0102087294097519,256,"id","50"
"940","Hann",1.55768868495945,0.00983542608973213,256,"id","50"
"941","FDR0.01",0.256388473250621,0.0301034319941474,128,"id","50"
"942","FER0.01",0.256388473250621,0.0301034319941474,128,"id","50"
"943","FDR0.05",0.544693338353259,0.0275482436606952,128,"id","50"
"944","FER0.05",0.544693338353259,0.0275482436606952,128,"id","50"
"945","log_Periodogram",38.8127894372299,2.41107133960624,128,"id","50"
"946","BIC",0.166254366936325,0.0279711746755355,128,"id","50"
"947","KSF",0.103478282602642,0.0304414050404509,128,"id","50"
"948","MRI",-0.213929558584326,0.0286613713490067,128,"id","50"
"949","Rectangle window",0.787828887644782,0.0191443139461099,128,"id","50"
"950","Hann",1.62867940586518,0.0155417806245675,128,"id","50"
"951","FDR0.01",-7.18533970188541,2.16094522942444,2048,"Martin","50"
"952","FER0.01",-7.18533970188541,2.16094522942444,2048,"Martin","50"
"953","FDR0.05",-3.44843941487545,3.5389315049122,2048,"Martin","50"
"954","FER0.05",-3.44843941487545,3.5389315049122,2048,"Martin","50"
"955","log_Periodogram",2634.87142828668,2342.443455283,2048,"Martin","50"
"956","BIC",-6.34037806950912,1.95496201263971,2048,"Martin","50"
"957","KSF",-8.89537953510084,0.460507892199689,2048,"Martin","50"
"958","MRI",-9.01697624193257,0.241527923256511,2048,"Martin","50"
"959","Rectangle window",22.7126436438029,0.741964393651458,2048,"Martin","50"
"960","Hann",19.3502389190609,0.533030977533402,2048,"Martin","50"
"961","FDR0.01",-5.3434327096024,2.91338352024548,1024,"Martin","50"
"962","FER0.01",-5.3434327096024,2.91338352024548,1024,"Martin","50"
"963","FDR0.05",-0.173705520554113,3.11757325336384,1024,"Martin","50"
"964","FER0.05",-0.173705520554113,3.11757325336384,1024,"Martin","50"
"965","log_Periodogram",1371.80855766879,1077.46212712009,1024,"Martin","50"
"966","BIC",-4.84407993600204,1.9444915993976,1024,"Martin","50"
"967","KSF",-8.83975547750397,0.811399728877928,1024,"Martin","50"
"968","MRI",-8.67101379100045,0.84608171163483,1024,"Martin","50"
"969","Rectangle window",15.4375742296651,0.738984048286506,1024,"Martin","50"
"970","Hann",12.9388784476546,0.481474464308188,1024,"Martin","50"
"971","FDR0.01",-2.07100858384757,2.57199323749494,512,"Martin","50"
"972","FER0.01",-2.07100858384757,2.57199323749494,512,"Martin","50"
"973","FDR0.05",2.76158781147596,1.51181145978683,512,"Martin","50"
"974","FER0.05",2.76158781147596,1.51181145978683,512,"Martin","50"
"975","log_Periodogram",729.80448296534,529.242894357273,512,"Martin","50"
"976","BIC",-2.60244221591262,1.75106310288461,512,"Martin","50"
"977","KSF",-8.09144004320108,3.31142477975877,512,"Martin","50"
"978","MRI",-7.38090762886353,2.14543943873704,512,"Martin","50"
"979","Rectangle window",10.7224281038714,0.754354100307031,512,"Martin","50"
"980","Hann",8.65945198295136,0.440443536799609,512,"Martin","50"
"981","FDR0.01",0.954317904104165,1.17718770971583,256,"Martin","50"
"982","FER0.01",0.954317904104165,1.17718770971583,256,"Martin","50"
"983","FDR0.05",4.05324978713707,1.1122340248824,256,"Martin","50"
"984","FER0.05",4.05324978713707,1.1122340248824,256,"Martin","50"
"985","log_Periodogram",403.379959703308,253.291337938738,256,"Martin","50"
"986","BIC",-0.0342459296868538,1.19574508124313,256,"Martin","50"
"987","KSF",-1.11508773174449,7.14013491509328,256,"Martin","50"
"988","MRI",-4.3304567378831,2.18881125171818,256,"Martin","50"
